Classe,Número,Link,Url,Relator Atual,Nome Ministro (a),Tipo Decisão,Orgão Julgador,Data Autuação,Indicador de  Processo em Tramitação,Data Baixa,Subgrupo Andamento Comissão,Andamento,Observação Andamento,Ramo Direito Novo,Assuntos,Classificação,Origem:,Relator:,Redator do acórdão:,Relator do último incidente:,REQTE.(S),ADV.(A/S),INTDO.(A/S),PROC.(A/S)(ES)
ADI,6410,ADI-6410,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=5903066,MIN. NUNES MARQUES,MIN. CELSO DE MELLO,MONOCRÁTICA,MIN. CELSO DE MELLO,6/5/2020,Sim,,Decisão Liminar,"Adotado rito do Art. 12, da Lei 9.868/99","""Presentes, na espécie, os requisitos autorizadores da instauração do procedimento abreviado, a que se refere o art. 12 da               Lei nº 9.868/99, ouçam-se, no prazo de 10 (dez) dias, os órgãos de que emanaram os preceitos normativos ora impugnados nesta sede de controle normativo abstrato: o Senhor Governador do Estado de Rondônia e                       a Augusta Assembleia Legislativa dessa mesma unidade da Federação.

Publique-se.""
",DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,"1 - DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | CONTROLE DE CONSTITUCIONALIDADE2 - DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | SERVIÇOS | CONCESSÃO / PERMISSÃO / AUT3 - QUESTÕES DE ALTA COMPLEXIDADE, GRANDE IMPACTO E REPERCUSSÃO | COVID-19",Decisões,,,,,,,,
ADI,6411,ADI-6411,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=5904126,MIN. NUNES MARQUES,MIN. CELSO DE MELLO,MONOCRÁTICA,MIN. CELSO DE MELLO,6/5/2020,Sim,,Decisão Liminar,"Adotado rito do Art. 12, da Lei 9.868/99","""Presentes, na espécie, os requisitos autorizadores da instauração do procedimento abreviado, a que se refere o art. 12 da               Lei nº 9.868/99, ouçam-se, no prazo de 10 (dez) dias, os órgãos de que emanaram os preceitos normativos ora impugnados nesta sede de controle normativo abstrato: o Senhor Governador do Estado de Santa Catarina e                       a Augusta Assembleia Legislativa dessa mesma unidade da Federação. Publique-se.""","QUESTÕES DE ALTA COMPLEXIDADE, GRANDE IMPACTO E REPERCUSSÃO","1 - QUESTÕES DE ALTA COMPLEXIDADE, GRANDE IMPACTO E REPERCUSSÃO | COVID-192 - DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | SERVIÇOS | CONCESSÃO / PERMISSÃO / AUT",Decisões,,,,,,,,
ADI,6413,ADI-6413,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=5904491,MIN. MARCO AURÉLIO,MIN. MARCO AURÉLIO,MONOCRÁTICA,MIN. MARCO AURÉLIO,8/5/2020,Sim,,Decisão Liminar,"Adotado rito do Art. 12, da Lei 9.868/99","em 14.07.2020: ""(...)Aciono o disposto no artigo 12 da Lei nº 9.868/1999. Providenciem as
informações, a manifestação da Advocacia-Geral da União e o parecer da
Procuradoria-Geral da República.
3. Publiquem.""",DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,"1 - DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | SERVIDOR PÚBLICO CIVIL | SISTEMA REMUN2 - DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | AGENTES POLÍTICOS | MAGISTRATURA | REM3 - DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | SERVIDOR PÚBLICO CIVIL | CATEGORIAS ES4 - DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | AGENTES POLÍTICOS | MINISTÉRIO PÚBLICO5 - DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | SERVIÇOS | DEFENSORIA PÚBLICA",Decisões,,,,,,,,
ADI,6414,ADI-6414,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=5906341,MIN. ROSA WEBER,MIN. ROSA WEBER,MONOCRÁTICA,MIN. ROSA WEBER,8/5/2020,Sim,,Decisão Interlocutória,Deferido,"Decisão de Admissão de Amicus Curiae 1. Requer a admissão no feito, na qualidade de amicus curiae,a Associação dos Membros do Ministério Público - CONAMP (petição 63.886/2020). (...) Defiro, pois, o pedido, facultadas, a apresentação de informações e de memoriais, bem como a sustentação oral por ocasião das sessões de julgamento. À Secretaria para a inclusão do nome do interessado e respectivos patronos. Publique-se. Brasília, 14 de agosto de 2020.",DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,"1 - DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | CONTROLE DE CONSTITUCIONALIDADE2 - DIREITO DO TRABALHO | REMUNERAÇÃO, VERBAS INDENIZATÓRIAS E BENEFÍCIOS | AJUDA DE CUSTO3 - DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | SERVIDOR PÚBLICO CIVIL | REAJUSTES DE 4 - QUESTÕES DE ALTA COMPLEXIDADE, GRANDE IMPACTO E REPERCUSSÃO | COVID-19",Decisões,,,,,,,,
ADPF,682,ADPF-682,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=5906922,MIN. RICARDO LEWANDOWSKI,MIN. RICARDO LEWANDOWSKI,MONOCRÁTICA,MIN. RICARDO LEWANDOWSKI,8/5/2020,Não,16/6/2020,Decisão Final,Negado seguimento,"""(...) Isso posto, com base no art. 4°, § 1°, da Lei 9.882/1999, bem assim
com fundamento no art. 21, § 1°, do RISTF, nego seguimento a esta
arguição de descumprimento de preceito fundamental, ficando
prejudicado, por conseguinte, o exame do pedido de liminar.""","QUESTÕES DE ALTA COMPLEXIDADE, GRANDE IMPACTO E REPERCUSSÃO","1 - QUESTÕES DE ALTA COMPLEXIDADE, GRANDE IMPACTO E REPERCUSSÃO | COVID-192 - DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | SERVIÇOS | ENSINO SUPERIOR | CRIAÇÃO E",Decisões,,,,,,,,
ADI,6415,ADI-6415,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=5906412,MIN. MARCO AURÉLIO,MIN. MARCO AURÉLIO,MONOCRÁTICA,MIN. MARCO AURÉLIO,11/5/2020,Sim,,Decisão Interlocutória,Deferido,"18/6/2020: ... 3. Admito a Confederação Nacional das Instituições Financeiras – CNF como terceira interessada no processo, recebendo-o no estágio em que se encontra.

4. Publiquem.
",DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,"1 - DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | CONTROLE DE CONSTITUCIONALIDADE2 - DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | ATOS ADMINISTRATIVOS | INQUÉRITO / PRO",Decisões,,,,,,,,
ADI,6415,ADI-6415,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=5907820,MIN. MARCO AURÉLIO,MIN. MARCO AURÉLIO,MONOCRÁTICA,MIN. MARCO AURÉLIO,11/5/2020,Sim,,Decisão Interlocutória,Deferido,"26/5/2020: ... Admito o Conselho Federal da Ordem dos Advogados do Brasil – CFOAB como terceiro interessado no processo, recebendo-o no estágio em que se encontra.

4. Publiquem.
",DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,"1 - DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | CONTROLE DE CONSTITUCIONALIDADE2 - DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | ATOS ADMINISTRATIVOS | INQUÉRITO / PRO",Decisões,,,,,,,,
ADI,6415,ADI-6415,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=5907820,MIN. MARCO AURÉLIO,MIN. MARCO AURÉLIO,MONOCRÁTICA,MIN. MARCO AURÉLIO,11/5/2020,Sim,,Decisão Interlocutória,Deferido,"26/6/2020: ... 3. Admito a Associação Brasileira de Advocacia Tributária – ABAT como terceira interessada no processo, recebendo-o no estágio em que se encontra.

4. Publiquem.
",DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,"1 - DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | CONTROLE DE CONSTITUCIONALIDADE2 - DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | ATOS ADMINISTRATIVOS | INQUÉRITO / PRO",Decisões,,,,,,,,
ADI,6415,ADI-6415,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=5907820,MIN. MARCO AURÉLIO,MIN. MARCO AURÉLIO,MONOCRÁTICA,MIN. MARCO AURÉLIO,11/5/2020,Sim,,Decisão Interlocutória,Deferido,"28/5/2020: ... Admito a Confederação Nacional do Transporte – CNT como terceira interessada no processo, recebendo-o no estágio em que se encontra.

4. Publiquem.
",DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,"1 - DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | CONTROLE DE CONSTITUCIONALIDADE2 - DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | ATOS ADMINISTRATIVOS | INQUÉRITO / PRO",Decisões,,,,,,,,
ADI,6415,ADI-6415,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=5907820,MIN. MARCO AURÉLIO,MIN. MARCO AURÉLIO,MONOCRÁTICA,MIN. MARCO AURÉLIO,11/5/2020,Sim,,Decisão Interlocutória,Indeferido,"10/7/2020: ... 3. Indefiro o pedido.

4. Publiquem.
",DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,"1 - DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | CONTROLE DE CONSTITUCIONALIDADE2 - DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | ATOS ADMINISTRATIVOS | INQUÉRITO / PRO",Decisões,,,,,,,,
ADI,6415,ADI-6415,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=5907820,MIN. MARCO AURÉLIO,MIN. MARCO AURÉLIO,MONOCRÁTICA,MIN. MARCO AURÉLIO,11/5/2020,Sim,,Decisão Interlocutória,Indeferido,"25/6/2020: ... 3. Indefiro os pedidos.

Imprimam preferência à tramitação do processo.

4. Publiquem.
",DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,"1 - DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | CONTROLE DE CONSTITUCIONALIDADE2 - DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | ATOS ADMINISTRATIVOS | INQUÉRITO / PRO",Decisões,,,,,,,,
ADI,6415,ADI-6415,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=5907820,MIN. MARCO AURÉLIO,MIN. MARCO AURÉLIO,MONOCRÁTICA,MIN. MARCO AURÉLIO,11/5/2020,Sim,,Decisão Liminar,"Adotado rito do Art. 12, da Lei 9.868/99","12/5/2020: ... Aciono o disposto no artigo 12 da Lei nº 9.868/1999. Providenciem as informações, a manifestação da Advocacia-Geral da União e o parecer da Procuradoria-Geral da República.

3. Publiquem.
",DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,"1 - DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | CONTROLE DE CONSTITUCIONALIDADE2 - DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | ATOS ADMINISTRATIVOS | INQUÉRITO / PRO",Decisões,,,,,,,,
ADI,6417,ADI-6417,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=5907820,MIN. DIAS TOFFOLI,MIN. LUIZ FUX,MONOCRÁTICA,MIN. LUIZ FUX,11/5/2020,Sim,,Decisão Interlocutória,Deferido,"Ex positis,ADMITO  o   ingresso   da   Confederação   Nacional   dasInstituições Financeiras - CNFno feito, na qualidade de amicus curiae.Publique-se.Brasília, 12 de maio de 2020.","QUESTÕES DE ALTA COMPLEXIDADE, GRANDE IMPACTO E REPERCUSSÃO","1 - QUESTÕES DE ALTA COMPLEXIDADE, GRANDE IMPACTO E REPERCUSSÃO | COVID-192 - DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | CONTROLE DE CONSTITUCIONALIDADE",Decisões,,,,,,,,
ADI,6417,ADI-6417,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=5908151,MIN. DIAS TOFFOLI,MIN. LUIZ FUX,MONOCRÁTICA,MIN. LUIZ FUX,11/5/2020,Sim,,Decisão Liminar,"Adotado rito do Art. 12, da Lei 9.868/99","A matéria se reveste de grande relevância e apresenta especial significado para a ordem social e a segurança jurídica. Nesse particular, enfatizo a conveniência de que decisão venha a ser tomada em caráter definitivo, mediante a adoção do rito abreviado previsto no artigo 12 da Lei federal 9.868/1999.
Ex positis, notifiquem-se as autoridades requeridas, para que prestem informações no prazo de 10 (dez) dias. Após, dê-se vista ao Advogado-Geral da União e ao Procuradora-Geral da República, para que cada qual se manifeste, sucessivamente, no prazo de 5 (cinco) dias. Intime-se, também, o Banco Central do Brasil - BACEN, para trazer contribuições técnicas, bem como outros pontos que julgue relevantes para o deslinde do caso, com base no artigo 9º da Lei federal 9.868/99.
À Secretaria Judiciária para as devidas providências.
Publique-se. Intimem-se.
Brasília, 12 de maio de 2020.
","QUESTÕES DE ALTA COMPLEXIDADE, GRANDE IMPACTO E REPERCUSSÃO","1 - QUESTÕES DE ALTA COMPLEXIDADE, GRANDE IMPACTO E REPERCUSSÃO | COVID-192 - DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | CONTROLE DE CONSTITUCIONALIDADE",Decisões,,,,,,,,
ADI,6418,ADI-6418,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=5908151,MIN. MARCO AURÉLIO,MIN. MARCO AURÉLIO,MONOCRÁTICA,MIN. MARCO AURÉLIO,13/5/2020,Sim,,Decisão Liminar,"Adotado rito do Art. 12, da Lei 9.868/99","""(...) Aciono o disposto no artigo 12 da Lei nº 9.868/1999. Providenciem as informações, a manifestação da Advocacia-Geral da União e o parecer da Procuradoria-Geral da República.

3. Publiquem.

Brasília, 14 de maio de 2020.
""",DIREITO DO CONSUMIDOR,"1 - DIREITO DO CONSUMIDOR | CONTRATOS DE CONSUMO | BANCÁRIOS | EMPRÉSTIMO CONSIGNADO2 - DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | CONTROLE DE CONSTITUCIONALIDADE",Decisões,,,,,,,,
ADI,6419,ADI-6419,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=5910156,MIN. GILMAR MENDES,MIN. GILMAR MENDES,COLEGIADA,TRIBUNAL PLENO - SESSÃO VIRTUAL,14/5/2020,Sim,,Decisão em recurso interno,Agravo regimental não provido,"Decisão: O Tribunal, por maioria, negou provimento ao agravo regimental, nos termos do voto do Relator, vencido o Ministro Marco Aurélio. Plenário, Sessão Virtual de 20.11.2020 a 27.11.2020.",DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,"1 - DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | CONTROLE DE CONSTITUCIONALIDADE2 - DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | MILITAR",Decisões,,,,,,,,
ADI,6419,ADI-6419,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=5911146,MIN. GILMAR MENDES,MIN. GILMAR MENDES,MONOCRÁTICA,MIN. GILMAR MENDES,14/5/2020,Sim,,Decisão Interlocutória,Indeferido,,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,"1 - DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | CONTROLE DE CONSTITUCIONALIDADE2 - DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | MILITAR",Decisões,,,,,,,,
ADI,6420,ADI-6420,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=5911146,MIN. GILMAR MENDES,MIN. GILMAR MENDES,MONOCRÁTICA,MIN. GILMAR MENDES,14/5/2020,Sim,,Decisão Interlocutória,Deferido,"""Trata-se de pedido formulado pela Federação das Indústrias no Estado de Mato Grosso - FIEMT, Petição nº 39616/2020 (eDoc. 20), para que ingresse no feito na condição de amicus curiae.
É o breve relatório. 
Decido.
Considerando a relevância da matéria e a representatividade da postulante, defiro o pedido com base no art. 7º, §2º, da Lei 9868/99.
À Secretária para que registre o nome da interessada e seus patronos.     

Publique-se.""
",DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,1 - DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | CONTROLE DE CONSTITUCIONALIDADE,Decisões,,,,,,,,
ADI,6420,ADI-6420,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=5911147,MIN. GILMAR MENDES,MIN. GILMAR MENDES,MONOCRÁTICA,MIN. GILMAR MENDES,14/5/2020,Sim,,Decisão Interlocutória,Deferido,"""Trata-se de pedido formulado pelo Sindicato Rural de
Sapezal, Petição nº 35.141/2020 (eDoc. 13), para que ingresse no feito na
condição de amicus curiae.
É o breve relatório.
Decido.
Considerando a relevância da matéria e a representatividade do
postulante, defiro o pedido com base no art. 7º, §2º, da Lei 9868/99.
À Secretária para que registre o nome do interessado e seus
patronos.
Publique-se""",DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,1 - DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | CONTROLE DE CONSTITUCIONALIDADE,Decisões,,,,,,,,
ADI,6420,ADI-6420,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=5911147,MIN. GILMAR MENDES,MIN. GILMAR MENDES,MONOCRÁTICA,MIN. GILMAR MENDES,14/5/2020,Sim,,Decisão Liminar,"Adotado rito do Art. 12, da Lei 9.868/99","Considerando a relevância da matéria debatida nos autos, determino
a aplicação do art. 12 da Lei 9.868/99.
Ouça-se a Advocacia-Geral da União e a Procuradoria-Geral da
República, sucessivamente, no prazo de 5 (cinco) dias.
Após, voltem os autos conclusos para apreciação do mérito pelo
Plenário desta Corte.
Publique-se.",DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,1 - DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | CONTROLE DE CONSTITUCIONALIDADE,Decisões,,,,,,,,
ADI,6421,ADI-6421,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=5911147,MIN. ROBERTO BARROSO,MIN. ROBERTO BARROSO,COLEGIADA,TRIBUNAL PLENO,15/5/2020,Sim,,Decisão Liminar,Liminar deferida em parte,"Decisão: O Tribunal, por maioria, analisou a medida cautelar, vencido, preliminarmente, o Ministro Marco Aurélio, que entendia pela inadequação da ação direta. Na sequência, por maioria, deferiu parcialmente a cautelar para: a) conferir interpretação conforme à Constituição ao art. 2º da MP 966/2020, no sentido de estabelecer que, na caracterização de erro grosseiro, deve-se levar em consideração a observância, pelas autoridades: (i) de standards, normas e critérios científicos e técnicos, tal como estabelecidos por organizações e entidades internacional e nacionalmente conhecidas; bem como (ii) dos princípios constitucionais da precaução e da prevenção; e b) conferir, ainda, interpretação conforme à Constituição ao art. 1º da MP 966/2020, para explicitar que, para os fins de tal dispositivo, a autoridade à qual compete a decisão deve exigir que a opinião técnica trate expressamente: (i) das normas e critérios científicos e técnicos aplicáveis à matéria, tal como estabelecidos por org",DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,"1 - DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | CONTROLE DE CONSTITUCIONALIDADE2 - QUESTÕES DE ALTA COMPLEXIDADE, GRANDE IMPACTO E REPERCUSSÃO | COVID-19",Decisões,,,,,,,,
ADI,6422,ADI-6422,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=5912207,MIN. ROBERTO BARROSO,MIN. ROBERTO BARROSO,COLEGIADA,TRIBUNAL PLENO,15/5/2020,Sim,,Decisão Liminar,Liminar deferida em parte,"Decisão: O Tribunal, por maioria, analisou a medida cautelar, vencido, preliminarmente, o Ministro Marco Aurélio, que entendia pela inadequação da ação direta. Na sequência, por maioria, deferiu parcialmente a cautelar para: a) conferir interpretação conforme à Constituição ao art. 2º da MP 966/2020, no sentido de estabelecer que, na caracterização de erro grosseiro, deve-se levar em consideração a observância, pelas autoridades: (i) de standards, normas e critérios científicos e técnicos, tal como estabelecidos por organizações e entidades internacional e nacionalmente conhecidas; bem como (ii) dos princípios constitucionais da precaução e da prevenção; e b) conferir, ainda, interpretação conforme à Constituição ao art. 1º da MP 966/2020, para explicitar que, para os fins de tal dispositivo, a autoridade à qual compete a decisão deve exigir que a opinião técnica trate expressamente: (i) das normas e critérios científicos e técnicos aplicáveis à matéria, tal como estabelecidos por org",DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,"1 - DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | CONTROLE DE CONSTITUCIONALIDADE2 - QUESTÕES DE ALTA COMPLEXIDADE, GRANDE IMPACTO E REPERCUSSÃO | COVID-19",Decisões,,,,,,,,
ADI,6423,ADI-6423,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=5912213,MIN. EDSON FACHIN,MIN. EDSON FACHIN,MONOCRÁTICA,MIN. EDSON FACHIN,15/5/2020,Sim,,Decisão Interlocutória,Deferido,"em 07.10.2020: ""(...)com base no disposto no art. 7º, § 2º, da Lei
9.868/1999 e reiterando a fundamentação exposta na decisão de eDOC 59,
admito a Associação Brasileira de Mantenedoras do Ensino Superior –
ABMES como amicus curiae, facultando-lhe a apresentação de
informações, memoriais escritos nos autos e, se for o caso, sustentação
oral por ocasião do julgamento da presente ADI.
À Secretaria para as anotações necessárias.
Publique-se. Intimem-se.""",DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,"1 - DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | CONTROLE DE CONSTITUCIONALIDADE2 - QUESTÕES DE ALTA COMPLEXIDADE, GRANDE IMPACTO E REPERCUSSÃO | COVID-19",Decisões,,,,,,,,
ADI,6423,ADI-6423,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=5912216,MIN. EDSON FACHIN,MIN. EDSON FACHIN,MONOCRÁTICA,MIN. EDSON FACHIN,15/5/2020,Sim,,Decisão Interlocutória,Deferido,"em 22.06.2020: ""(...)com base no disposto no art. 7º, § 2º, da Lei
9.868/1999, admito a Associação Nacional dos Centros Universitários -
ANACEU, a Associação Brasileira de Mantenedoras das Faculdades
Isoladas e Integradas - ABRAFI, a Associação Brasileira de Instituições
Educacionais Evangélicas - ABIEE, a Associação Nacional de Educação
Católica do Brasil - ANEC e a Associação Nacional Das Universidades
Particulares - ANUP como amici curiae, facultando-lhes a apresentação de
informações, memoriais escritos nos autos e, se for o caso, sustentação
oral por ocasião do julgamento da presente ADI.
À Secretaria para as anotações necessárias.
Publique-se.""",DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,"1 - DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | CONTROLE DE CONSTITUCIONALIDADE2 - QUESTÕES DE ALTA COMPLEXIDADE, GRANDE IMPACTO E REPERCUSSÃO | COVID-19",Decisões,,,,,,,,
ADI,6424,ADI-6424,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=5912216,MIN. ROBERTO BARROSO,MIN. ROBERTO BARROSO,COLEGIADA,TRIBUNAL PLENO,15/5/2020,Sim,,Decisão Liminar,Liminar deferida em parte,"Decisão: O Tribunal, por maioria, analisou a medida cautelar, vencido, preliminarmente, o Ministro Marco Aurélio, que entendia pela inadequação da ação direta. Na sequência, por maioria, deferiu parcialmente a cautelar para: a) conferir interpretação conforme à Constituição ao art. 2º da MP 966/2020, no sentido de estabelecer que, na caracterização de erro grosseiro, deve-se levar em consideração a observância, pelas autoridades: (i) de standards, normas e critérios científicos e técnicos, tal como estabelecidos por organizações e entidades internacional e nacionalmente conhecidas; bem como (ii) dos princípios constitucionais da precaução e da prevenção; e b) conferir, ainda, interpretação conforme à Constituição ao art. 1º da MP 966/2020, para explicitar que, para os fins de tal dispositivo, a autoridade à qual compete a decisão deve exigir que a opinião técnica trate expressamente: (i) das normas e critérios científicos e técnicos aplicáveis à matéria, tal como estabelecidos por org",DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,"1 - DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | CONTROLE DE CONSTITUCIONALIDADE2 - QUESTÕES DE ALTA COMPLEXIDADE, GRANDE IMPACTO E REPERCUSSÃO | COVID-19",Decisões,,,,,,,,
ADI,6425,ADI-6425,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=5912218,MIN. ROBERTO BARROSO,MIN. ROBERTO BARROSO,COLEGIADA,TRIBUNAL PLENO,15/5/2020,Sim,,Decisão Liminar,Liminar deferida em parte,"Decisão: O Tribunal, por maioria, analisou a medida cautelar, vencido, preliminarmente, o Ministro Marco Aurélio, que entendia pela inadequação da ação direta. Na sequência, por maioria, deferiu parcialmente a cautelar para: a) conferir interpretação conforme à Constituição ao art. 2º da MP 966/2020, no sentido de estabelecer que, na caracterização de erro grosseiro, deve-se levar em consideração a observância, pelas autoridades: (i) de standards, normas e critérios científicos e técnicos, tal como estabelecidos por organizações e entidades internacional e nacionalmente conhecidas; bem como (ii) dos princípios constitucionais da precaução e da prevenção; e b) conferir, ainda, interpretação conforme à Constituição ao art. 1º da MP 966/2020, para explicitar que, para os fins de tal dispositivo, a autoridade à qual compete a decisão deve exigir que a opinião técnica trate expressamente: (i) das normas e critérios científicos e técnicos aplicáveis à matéria, tal como estabelecidos por org",DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,"1 - DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | CONTROLE DE CONSTITUCIONALIDADE2 - QUESTÕES DE ALTA COMPLEXIDADE, GRANDE IMPACTO E REPERCUSSÃO | COVID-19",Decisões,,,,,,,,
